CustomerID,InvoiceNo,StockCode,Segment,Subsegment
17850,536365,85123A,Risk,Window Shoppers
17850,536365,71053,Risk,Window Shoppers
17850,536365,84406B,Risk,Window Shoppers
17850,536365,84029G,Risk,Window Shoppers
17850,536365,84029E,Risk,Window Shoppers
17850,536365,22752,Risk,Window Shoppers
17850,536365,21730,Risk,Window Shoppers
17850,536366,22633,Risk,Window Shoppers
17850,536366,22632,Risk,Window Shoppers
13748,536371,22086,Risk,One-Time Buyers
17850,536372,22632,Risk,Window Shoppers
17850,536372,22633,Risk,Window Shoppers
17850,536373,85123A,Risk,Window Shoppers
17850,536373,71053,Risk,Window Shoppers
17850,536373,84406B,Risk,Window Shoppers
17850,536373,20679,Risk,Window Shoppers
17850,536373,37370,Risk,Window Shoppers
17850,536373,21871,Risk,Window Shoppers
17850,536373,21071,Risk,Window Shoppers
17850,536373,21068,Risk,Window Shoppers
17850,536373,82483,Risk,Window Shoppers
17850,536373,82486,Risk,Window Shoppers
17850,536373,82482,Risk,Window Shoppers
17850,536373,82494L,Risk,Window Shoppers
17850,536373,84029G,Risk,Window Shoppers
17850,536373,84029E,Risk,Window Shoppers
17850,536373,22752,Risk,Window Shoppers
17850,536373,21730,Risk,Window Shoppers
15100,536374,21258,Risk,One-Time Buyers
17850,536375,85123A,Risk,Window Shoppers
17850,536375,71053,Risk,Window Shoppers
17850,536375,84406B,Risk,Window Shoppers
17850,536375,20679,Risk,Window Shoppers
17850,536375,37370,Risk,Window Shoppers
17850,536375,21871,Risk,Window Shoppers
17850,536375,21071,Risk,Window Shoppers
17850,536375,21068,Risk,Window Shoppers
17850,536375,82483,Risk,Window Shoppers
17850,536375,82486,Risk,Window Shoppers
17850,536375,82482,Risk,Window Shoppers
17850,536375,82494L,Risk,Window Shoppers
17850,536375,84029G,Risk,Window Shoppers
17850,536375,84029E,Risk,Window Shoppers
17850,536375,22752,Risk,Window Shoppers
17850,536375,21730,Risk,Window Shoppers
17850,536377,22632,Risk,Window Shoppers
17850,536377,22633,Risk,Window Shoppers
18074,536384,82484,Risk,One-Time Buyers
18074,536384,84755,Risk,One-Time Buyers
18074,536384,22464,Risk,One-Time Buyers
18074,536384,21324,Risk,One-Time Buyers
18074,536384,22457,Risk,One-Time Buyers
18074,536384,22469,Risk,One-Time Buyers
18074,536384,22470,Risk,One-Time Buyers
18074,536384,22224,Risk,One-Time Buyers
18074,536384,21340,Risk,One-Time Buyers
18074,536384,22189,Risk,One-Time Buyers
18074,536384,22427,Risk,One-Time Buyers
18074,536384,22428,Risk,One-Time Buyers
18074,536384,22424,Risk,One-Time Buyers
16250,536388,21754,Risk,Fading Interest
16250,536388,21755,Risk,Fading Interest
16250,536388,21523,Risk,Fading Interest
16250,536388,21363,Risk,Fading Interest
16250,536388,21411,Risk,Fading Interest
16250,536388,22318,Risk,Fading Interest
16250,536388,22464,Risk,Fading Interest
16250,536388,22915,Risk,Fading Interest
16250,536388,22922,Risk,Fading Interest
16250,536388,22969,Risk,Fading Interest
16250,536388,22923,Risk,Fading Interest
16250,536388,21115,Risk,Fading Interest
16250,536388,22469,Risk,Fading Interest
16250,536388,22242,Risk,Fading Interest
13747,536393,22180,Risk,One-Time Buyers
17850,536396,85123A,Risk,Window Shoppers
17850,536396,71053,Risk,Window Shoppers
17850,536396,84406B,Risk,Window Shoppers
17850,536396,15056BL,Risk,Window Shoppers
17850,536396,20679,Risk,Window Shoppers
17850,536396,37370,Risk,Window Shoppers
17850,536396,21871,Risk,Window Shoppers
17850,536396,21071,Risk,Window Shoppers
17850,536396,21068,Risk,Window Shoppers
17850,536396,82483,Risk,Window Shoppers
17850,536396,82486,Risk,Window Shoppers
17850,536396,82482,Risk,Window Shoppers
17850,536396,82494L,Risk,Window Shoppers
17850,536396,84029G,Risk,Window Shoppers
17850,536396,84029E,Risk,Window Shoppers
17850,536396,22752,Risk,Window Shoppers
17850,536396,22803,Risk,Window Shoppers
17850,536396,21730,Risk,Window Shoppers
17850,536399,22632,Risk,Window Shoppers
17850,536399,22633,Risk,Window Shoppers
12791,536403,22867,Risk,One-Time Buyers
