itemset,support
"{'22697', '22699', '22698'}",0.020948860135551448
"{'22697', '22698', '22423'}",0.012939001848428836
"{'23321', '22470', '23322'}",0.012939001848428836
"{'82580', '82581', '82578'}",0.011090573012939002
"{'22697', '22699', '22423'}",0.011090573012939002
"{'23322', '23321', '22469'}",0.011090573012939002
"{'22629', '22382', '22630'}",0.010474430067775724
"{'23321', '22470', '22469'}",0.010474430067775724
"{'22469', '22470', '23322'}",0.010474430067775724
"{'22579', '22578', '22577'}",0.010474430067775724
