itemset,support
"{'22697', '22699', '22698'}",0.01607717041800643
"{'22697', '22698', '22423'}",0.01339764201500536
"{'22384', '20725', '20728'}",0.012861736334405145
"{'22697', '22699', '22423'}",0.01232583065380493
"{'22384', '20728', '22382'}",0.011789924973204717
"{'22699', '22698', '22423'}",0.011789924973204717
"{'20727', '22384', '20728'}",0.011254019292604502
"{'22697', '22699', '22698', '22423'}",0.011254019292604502
"{'23263', '23265', '23266'}",0.011254019292604502
"{'21080', '21086', '21094'}",0.010718113612004287
"{'20727', '22384', '20725'}",0.010182207931404072
"{'20727', '22383', '20725'}",0.010182207931404072
"{'22384', '20725', '22382'}",0.010182207931404072
"{'84991', '84992', '21975'}",0.010182207931404072
